"name"	"description"	"enable"	"dir"	"profile"	"group"	"localip"	"remoteip"	"protocol"	"type:code[,...]"	"localport"	"remoteport"	"edge"	"program"	"service"	"interfacetype"	"rmtcomputergrp"	"rmtusrgrp"	"security"	"(rule_source)"	"action"
"""ネットワーク探索 (WSD 送信)"""	"""機能探索を介してデバイスを検出するためのネットワーク探索の送信規則です。[UDP 3702]"""	"""no"""	"""out"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""3702"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD 送信)"""	"""機能探索を介してデバイスを検出するためのネットワーク探索の送信規則です。[UDP 3702]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""3702"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""パフォーマンス ログと警告 (DCOM 受信)"""	"""リモート DCOM アクティベーションを許可するためのパフォーマンス ログと警告の受信規則です。[TCP-135]"""	"""no"""	"""in"""	"""domain"""	"""パフォーマンス ログと警告"""	"""any"""	"""any"""	"""tcp"""	""""""	"""135"""	"""any"""	"""no"""	"%systemroot%""\\system32\\svchost.exe"""	"""rpcss"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""パフォーマンス ログと警告 (DCOM 受信)"""	"""リモート DCOM アクティベーションを許可するためのパフォーマンス ログと警告の受信規則です。[TCP-135]"""	"""no"""	"""in"""	"""private,public"""	"""パフォーマンス ログと警告"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""135"""	"""any"""	"""no"""	"%systemroot%""\\system32\\svchost.exe"""	"""rpcss"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""パフォーマンス ログと警告 (TCP 受信)"""	"""パフォーマンス ログと警告のトラフィックの受信規則です。[TCP-受信]"""	"""no"""	"""in"""	"""domain"""	"""パフォーマンス ログと警告"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%systemroot%""\\system32\\plasrv.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""パフォーマンス ログと警告 (TCP 受信)"""	"""パフォーマンス ログと警告のトラフィックの受信規則です。[TCP-受信]"""	"""no"""	"""in"""	"""private,public"""	"""パフォーマンス ログと警告"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%systemroot%""\\system32\\plasrv.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (LLMNR UDP 受信)"""	"""リンク ローカル マルチキャスト名前解決を許可するためのファイルとプリンターの共有の受信規則です。[UDP 5355]"""	"""no"""	"""in"""	"""domain,private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""5355"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dnscache"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (LLMNR UDP 送信)"""	"""リンク ローカル マルチキャスト名前解決を許可するためのファイルとプリンターの共有の送信規則です。[UDP 5355]"""	"""no"""	"""out"""	"""domain,private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""5355"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dnscache"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB セッション受信)"""	"""NetBIOS セッション サービス接続を許可するためのファイルとプリンターの共有の受信規則です。[TCP 139]"""	"""no"""	"""in"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""tcp"""	""""""	"""139"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB セッション受信)"""	"""NetBIOS セッション サービス接続を許可するためのファイルとプリンターの共有の受信規則です。[TCP 139]"""	"""no"""	"""in"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""139"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB データグラム受信)"""	"""NetBIOS データグラム送受信を許可するためのファイルとプリンターの共有の受信規則です。[UDP 138]"""	"""no"""	"""in"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""udp"""	""""""	"""138"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB データグラム受信)"""	"""NetBIOS データグラム送受信を許可するためのファイルとプリンターの共有の受信規則です。[UDP 138]"""	"""no"""	"""in"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""138"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB データグラム送信)"""	"""NetBIOS データグラム送受信を許可するためのファイルとプリンターの共有の送信規則です。[UDP 138]"""	"""no"""	"""out"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""138"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB データグラム送信)"""	"""NetBIOS データグラム送受信を許可するためのファイルとプリンターの共有の送信規則です。[UDP 138]"""	"""no"""	"""out"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""138"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB 名受信)"""	"""NetBIOS 名前解決を許可するためのファイルとプリンターの共有の受信規則です。[UDP 137]"""	"""no"""	"""in"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""udp"""	""""""	"""137"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB 名受信)"""	"""NetBIOS 名前解決を許可するためのファイルとプリンターの共有の受信規則です。[UDP 137]"""	"""no"""	"""in"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""137"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB 名送信)"""	"""NetBIOS 名前解決を許可するためのファイルとプリンターの共有の送信規則です。[UDP 137]"""	"""no"""	"""out"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""137"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB 名送信)"""	"""NetBIOS 名前解決を許可するためのファイルとプリンターの共有の送信規則です。[UDP 137]"""	"""no"""	"""out"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""137"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB-Session 送信)"""	"""NetBIOS セッション サービス接続を許可するためのファイルとプリンターの共有の送信規則です。 [TCP 139]"""	"""no"""	"""out"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""139"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (NB-Session 送信)"""	"""NetBIOS セッション サービス接続を許可するためのファイルとプリンターの共有の送信規則です。 [TCP 139]"""	"""no"""	"""out"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""139"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (SMB 受信)"""	"""サーバー メッセージ ブロックの名前付きパイプ経由の送受信を許可するためのファイルとプリンターの共有の受信規則です。 [TCP 445]"""	"""no"""	"""in"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""tcp"""	""""""	"""445"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (SMB 受信)"""	"""サーバー メッセージ ブロックの名前付きパイプ経由の送受信を許可するためのファイルとプリンターの共有の受信規則です。 [TCP 445]"""	"""no"""	"""in"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""445"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (SMB 送信)"""	"""サーバー メッセージ ブロックの名前付きパイプ経由の送受信を許可するためのファイルとプリンターの共有の送信規則です。 [TCP 445]"""	"""no"""	"""out"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""445"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (SMB 送信)"""	"""サーバー メッセージ ブロックの名前付きパイプ経由の送受信を許可するためのファイルとプリンターの共有の送信規則です。 [TCP 445]"""	"""no"""	"""out"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""445"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (Spooler Service - RPC)"""	"""プリンター スプーラー サービスが TCP/RPC 経由で通信できるようにするための、ファイルとプリンターの共有の受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\spoolsv.exe"""	"""Spooler"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (Spooler Service - RPC)"""	"""プリンター スプーラー サービスが TCP/RPC 経由で通信できるようにするための、ファイルとプリンターの共有の受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\spoolsv.exe"""	"""Spooler"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (エコー要求 - ICMPv4 受信)"""	"""エコー要求のメッセージは、他のノードに対する ping 要求として送信されます。"""	"""no"""	"""in"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""icmpv4"""	"""8:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (エコー要求 - ICMPv4 受信)"""	"""エコー要求のメッセージは、他のノードに対する ping 要求として送信されます。"""	"""no"""	"""in"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""icmpv4"""	"""8:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (エコー要求 - ICMPv4 送信)"""	"""エコー要求のメッセージは、他のノードに対する ping 要求として送信されます。"""	"""no"""	"""out"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""icmpv4"""	"""8:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (エコー要求 - ICMPv4 送信)"""	"""エコー要求のメッセージは、他のノードに対する ping 要求として送信されます。"""	"""no"""	"""out"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""icmpv4"""	"""8:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (エコー要求 - ICMPv6 受信)"""	"""エコー要求のメッセージは、他のノードに対する ping 要求として送信されます。"""	"""no"""	"""in"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""icmpv6"""	"""128:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (エコー要求 - ICMPv6 受信)"""	"""エコー要求のメッセージは、他のノードに対する ping 要求として送信されます。"""	"""no"""	"""in"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""128:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (エコー要求 - ICMPv6 送信)"""	"""エコー要求のメッセージは、他のノードに対する ping 要求として送信されます。"""	"""no"""	"""out"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""icmpv6"""	"""128:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (エコー要求 - ICMPv6 送信)"""	"""エコー要求のメッセージは、他のノードに対する ping 要求として送信されます。"""	"""no"""	"""out"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""128:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (スプーラー サービス - RPC-EPMAP)"""	"""スプーラー サービスに対して RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""ファイルとプリンターの共有"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	""""""	"""Rpcss"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ファイルとプリンターの共有 (スプーラー サービス - RPC-EPMAP)"""	"""スプーラー サービスに対して RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""ファイルとプリンターの共有"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	""""""	"""Rpcss"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ホームグループ受信 (PNRP)"""	"""ホームグループの 3540 受信を許可 (PNRP)"""	"""no"""	"""in"""	"""private"""	"""ホームグループ"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""3540"""	"""any"""	"""no"""	"%systemroot%""\\system32\\svchost.exe"""	"""pnrpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ホームグループ受信"""	"""ホームグループの 3587 受信を許可"""	"""no"""	"""in"""	"""private"""	"""ホームグループ"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""3587"""	"""any"""	"""no"""	"%systemroot%""\\system32\\svchost.exe"""	"""p2psvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ホームグループ送信 (PNRP)"""	"""ホームグループの 3540 送信を許可 (PNRP)"""	"""no"""	"""out"""	"""private"""	"""ホームグループ"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""3540"""	"""no"""	"%systemroot%""\\system32\\svchost.exe"""	"""pnrpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ホームグループ送信"""	"""ホームグループの 3587 送信を許可"""	"""no"""	"""out"""	"""private"""	"""ホームグループ"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""3587"""	"""no"""	"%systemroot%""\\system32\\svchost.exe"""	"""p2psvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (DCOM 受信)"""	"""DCOM を介してアシスタンスの提供を許可するためのリモート アシスタンスの受信規則です。 [TCP 135]"""	"""yes"""	"""in"""	"""domain"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""135"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""rpcss"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (PNRP-受信)"""	"""ピア名解決プロトコルの使用を許可するためのリモート アシスタンスの受信規則です。[UDP 3540]"""	"""yes"""	"""in"""	"""domain,private"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""udp"""	""""""	"""3540"""	"""any"""	"""deferapp"""	"%systemroot%""\\system32\\svchost.exe"""	"""pnrpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (PNRP-受信)"""	"""ピア名解決プロトコルの使用を許可するためのリモート アシスタンスの受信規則です。[UDP 3540]"""	"""no"""	"""in"""	"""public"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""udp"""	""""""	"""3540"""	"""any"""	"""deferapp"""	"%systemroot%""\\system32\\svchost.exe"""	"""pnrpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (PNRP-送信)"""	"""ピア名解決プロトコルの使用を許可するためのリモート アシスタンスの送信規則です。 [UDP]"""	"""yes"""	"""out"""	"""domain,private"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%systemroot%""\\system32\\svchost.exe"""	"""pnrpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (PNRP-送信)"""	"""ピア名解決プロトコルの使用を許可するためのリモート アシスタンスの送信規則です。 [UDP]"""	"""no"""	"""out"""	"""public"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%systemroot%""\\system32\\svchost.exe"""	"""pnrpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (RA サーバー TCP 受信)"""	"""リモート アシスタンス トラフィックの受信規です。[UDP]"""	"""yes"""	"""in"""	"""domain"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\raserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (RA サーバー TCP 送信)"""	"""リモート アシスタンス トラフィックの送信規則です。 [UDP]"""	"""yes"""	"""out"""	"""domain"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\raserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (SSDP TCP-受信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのリモート アシスタンスの受信規則です。[TCP 2869]"""	"""yes"""	"""in"""	"""domain,private"""	"""リモート アシスタンス"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""2869"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (SSDP TCP-送信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのリモート アシスタンスの送信規則です。[TCP]"""	"""yes"""	"""out"""	"""domain,private"""	"""リモート アシスタンス"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (SSDP UDP-受信)"""	"""Simple Service Discovery Protocol の使用を許可するためのリモート アシスタンスの受信規則です。[UDP 1900]"""	"""yes"""	"""in"""	"""domain,private"""	"""リモート アシスタンス"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""1900"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (SSDP UDP-送信)"""	"""Simple Service Discovery Protocol の使用を許可するためのリモート アシスタンスの送信規則です。[UDP 1900]"""	"""yes"""	"""out"""	"""domain,private"""	"""リモート アシスタンス"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""1900"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (TCP 受信)"""	"""リモート アシスタンス トラフィックの受信規則です。[TCP]"""	"""yes"""	"""in"""	"""domain,private"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""deferapp"""	"%SystemRoot%""\\system32\\msra.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (TCP 受信)"""	"""リモート アシスタンス トラフィックの受信規則です。[TCP]"""	"""no"""	"""in"""	"""public"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""deferapp"""	"%SystemRoot%""\\system32\\msra.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (TCP 送信)"""	"""リモート アシスタンス トラフィックの送信規則です。[TCP]"""	"""yes"""	"""out"""	"""domain,private"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\msra.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート アシスタンス (TCP 送信)"""	"""リモート アシスタンス トラフィックの送信規則です。[TCP]"""	"""no"""	"""out"""	"""public"""	"""リモート アシスタンス"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\msra.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート イベント モニター (RPC)"""	"""RPC/TCP 経由のリモート イベント監視の受信規則です。"""	"""no"""	"""in"""	"""domain,private,public"""	"""リモート イベント モニター"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\NetEvtFwdr.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート イベント モニター (RPC-EPMAP)"""	"""リモート イベント監視の RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です"""	"""no"""	"""in"""	"""domain,private,public"""	"""リモート イベント モニター"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート イベント ログ管理 (RPC-EPMAP)"""	"""ローカル イベント ログ サービスの RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート イベントのログ管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート イベント ログ管理 (RPC-EPMAP)"""	"""ローカル イベント ログ サービスの RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート イベントのログ管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート イベントのログ管理 (NP 受信)"""	"""ローカル イベント ログ サービスを名前付きパイプ経由でリモート管理するための受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート イベントのログ管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""445"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート イベントのログ管理 (NP 受信)"""	"""ローカル イベント ログ サービスを名前付きパイプ経由でリモート管理するための受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート イベントのログ管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""445"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート イベントのログ管理 (RPC)"""	"""ローカル イベント ログ サービスを RPC/TCP 経由でリモート管理するための受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート イベントのログ管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Eventlog"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート イベントのログ管理 (RPC)"""	"""ローカル イベント ログ サービスを RPC/TCP 経由でリモート管理するための受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート イベントのログ管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Eventlog"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート サービス管理 (NP 受信)"""	"""名前付きパイプ経由でリモートで管理されるローカル サービス コントロール マネージャーの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""リモート サービス管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""445"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""リモート サービス管理 (NP 受信)"""	"""名前付きパイプ経由でリモートで管理されるローカル サービス コントロール マネージャーの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""リモート サービス管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""445"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
